"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol","chromosome_name","start_position","end_position","Gene.Start.MinusKB","Gene.end.PlusKB"
"ENSG00000187778","ENSG00000160194",0.409651190258716,0,"NDUFV3","MCRS1","21",44299754,44333414,44199754,44433414
"ENSG00000120071","ENSG00000110237",0.461534397458248,0,"ARHGEF17","KANSL1","11",73019334,73080136,72919334,73180136
"ENSG00000196363","ENSG00000224076",0.478251092280797,0,"AC009487.4","WDR5","2",162279170,162280088,162179170,162380088
"ENSG00000120071","ENSG00000136878",0.47240856158983,0,"USP20","KANSL1","9",132596977,132644107,132496977,132744107
"ENSG00000172534","ENSG00000261879",0.43815986691969,0,"ZNF594-DT","HCFC1","17",5095379,5151364,4995379,5251364
"ENSG00000187778","ENSG00000198793",0.476789108835151,0,"MTOR","MCRS1","1",11166592,11322564,11066592,11422564
"ENSG00000196363","ENSG00000237399",0.499900007151884,0,"PITRM1-AS1","WDR5","10",3183824,3210164,3083824,3310164
"ENSG00000196363","ENSG00000178498",0.719907900811854,0,"DTX3","WDR5","12",57998405,58003587,57898405,58103587
"ENSG00000196363","ENSG00000177169",0.571274434480792,0,"ULK1","WDR5","12",132379196,132407712,132279196,132507712
"ENSG00000187778","ENSG00000113734",0.46177937774632,0,"BNIP1","MCRS1","5",172571445,172591390,172471445,172691390
"ENSG00000103510","ENSG00000131759",0.371954607250072,0,"RARA","KAT8","17",38465444,38513094,38365444,38613094
"ENSG00000196363","ENSG00000143862",0.506061763582161,0,"ARL8A","WDR5","1",202102532,202113869,202002532,202213869
"ENSG00000103510","ENSG00000142409",0.343518326386921,0,"ZNF787","KAT8","19",56598732,56632649,56498732,56732649
"ENSG00000147162","ENSG00000267858",0.343209395843595,0,"MZF1-AS1","OGT","19",59070496,59086164,58970496,59186164
"ENSG00000103510","ENSG00000130414",0.425084104225337,0,"NDUFA10","KAT8","2",240831867,240964819,240731867,241064819
"ENSG00000187778","ENSG00000076356",0.421387706869982,0,"PLXNA2","MCRS1","1",208195587,208417665,208095587,208517665
"ENSG00000103510","ENSG00000256310",0.340241149171695,0,"NDUFA5P6","KAT8","12",127008794,127009172,126908794,127109172
"ENSG00000196363","ENSG00000142546",0.359408145388911,0,"NOSIP","WDR5","19",50058968,50093519,49958968,50193519
"ENSG00000187778","ENSG00000088325",0.362134537111858,0,"TPX2","MCRS1","20",30327074,30389608,30227074,30489608
"ENSG00000187778","ENSG00000100416",0.377890153075051,0,"TRMU","MCRS1","22",46726772,46753237,46626772,46853237
"ENSG00000103510","ENSG00000269621",0.397449935062753,0,"RP11-98D18.15","KAT8","1",151728017,151732387,151628017,151832387
"ENSG00000187778","ENSG00000214309",0.563206209015842,0,"MBLAC1","MCRS1","7",99724317,99726118,99624317,99826118
"ENSG00000187778","ENSG00000100417",0.479689864176967,0,"PMM1","MCRS1","22",41972898,41985894,41872898,42085894
"ENSG00000187778","ENSG00000241945",0.394245504218325,0,"PWP2","MCRS1","21",45527171,45551063,45427171,45651063
"ENSG00000103510","ENSG00000257653",0.360754039825152,0,"RP11-579D7.2","KAT8","12",49159977,49161106,49059977,49261106
"ENSG00000187778","ENSG00000113716",0.490946722831279,0,"HMGXB3","MCRS1","5",149379884,149432386,149279884,149532386
"ENSG00000187778","ENSG00000125743",0.380172929478889,0,"SNRPD2","MCRS1","19",46190712,46195827,46090712,46295827
"ENSG00000187778","ENSG00000100401",0.579941170853584,0,"RANGAP1","MCRS1","22",41641615,41682255,41541615,41782255
"ENSG00000103510","ENSG00000129460",0.400094643567627,0,"NGDN","KAT8","14",23938897,23979071,23838897,24079071
"ENSG00000172534","ENSG00000187535",0.625696442877322,0,"IFT140","HCFC1","16",1560428,1662111,1460428,1762111
"ENSG00000196363","ENSG00000130520",0.425725237745087,0,"LSM4","WDR5","19",18417040,18434084,18317040,18534084
"ENSG00000196363","ENSG00000116213",0.575556420850374,0,"WRAP73","WDR5","1",3547331,3569325,3447331,3669325
"ENSG00000103510","ENSG00000257663",0.393042259576599,0,"RP11-1100L3.7","KAT8","12",52470625,52475868,52370625,52575868
"ENSG00000103510","ENSG00000116151",0.353687383968397,0,"MORN1","KAT8","1",2252692,2323146,2152692,2423146
"ENSG00000187778","ENSG00000125755",0.495387783020458,3.91420229561845e-12,"SYMPK","MCRS1","19",46318668,46366548,46218668,46466548
"ENSG00000172534","ENSG00000174231",0.497730723578181,0,"PRPF8","HCFC1","17",1553923,1588176,1453923,1688176
"ENSG00000172534","ENSG00000174233",0.441815712203249,0,"ADCY6","HCFC1","12",49159975,49182820,49059975,49282820
"ENSG00000196363","ENSG00000179820",0.540376160970623,0,"MYADM","WDR5","19",54369477,54379691,54269477,54479691
"ENSG00000120071","ENSG00000088808",0.467356911504716,0,"PPP1R13B","KANSL1","14",104200089,104313927,104100089,104413927
"ENSG00000187778","ENSG00000100461",0.358424604652751,0,"RBM23","MCRS1","14",23369854,23388393,23269854,23488393
"ENSG00000172534","ENSG00000259606",0.339845523549039,0,"YLPM1","HCFC1","14",75310727,75322378,75210727,75422378
"ENSG00000103510","ENSG00000142444",0.458490901120233,0,"TIMM29","KAT8","19",11039409,11044211,10939409,11144211
"ENSG00000120071","ENSG00000267387",0.455125475636236,0,"CTD-2240E14.4","KANSL1","19",10199708,10201053,10099708,10301053
"ENSG00000196363","ENSG00000141252",0.510462262791784,0,"VPS53","WDR5","17",411908,624957,311908,724957
"ENSG00000196363","ENSG00000167861",0.575393197882787,0,"HID1","WDR5","17",72946838,72969261,72846838,73069261
"ENSG00000196363","ENSG00000104228",0.432464467446213,0,"TRIM35","WDR5","8",27142404,27168836,27042404,27268836
"ENSG00000187778","ENSG00000089693",0.595875771251829,0,"MLF2","MCRS1","12",6857170,6876641,6757170,6976641
"ENSG00000187778","ENSG00000213015",0.337515114866,0,"ZNF580","MCRS1","19",56146382,56154835,56046382,56254835
"ENSG00000103510","ENSG00000166426",0.319751976305242,0,"CRABP1","KAT8","15",78632666,78640572,78532666,78740572
"ENSG00000120071","ENSG00000038532",0.437349116752791,0,"CLEC16A","KANSL1","16",11038345,11276046,10938345,11376046
"ENSG00000103510","ENSG00000143761",0.413679966452522,0,"ARF1","KAT8","1",228270361,228286912,228170361,228386912
"ENSG00000103510","ENSG00000141101",0.51941789820251,0,"NOB1","KAT8","16",69775770,69788843,69675770,69888843
"ENSG00000187778","ENSG00000113761",0.451795195824582,0,"ZNF346","MCRS1","5",176449697,176508190,176349697,176608190
"ENSG00000187778","ENSG00000113758",0.51175321149762,0,"DBN1","MCRS1","5",176883609,176901402,176783609,177001402
"ENSG00000103510","ENSG00000130489",0.464796344530028,0,"SCO2","KAT8","22",50961997,50964868,50861997,51064868
"ENSG00000172534","ENSG00000188827",0.397349593684061,0,"SLX4","HCFC1","16",3631182,3661599,3531182,3761599
"ENSG00000196363","ENSG00000106853",0.464219386493193,0,"PTGR1","WDR5","9",114312002,114362135,114212002,114462135
"ENSG00000196363","ENSG00000142599",0.464214611691516,0,"RERE","WDR5","1",8412457,8877702,8312457,8977702
"ENSG00000187778","ENSG00000100445",0.412109220873365,0,"SDR39U1","MCRS1","14",24908972,24912111,24808972,25012111
"ENSG00000103510","ENSG00000044090",0.400071617914388,0,"CUL7","KAT8","6",43005355,43021683,42905355,43121683
"ENSG00000147162","ENSG00000267874",0.420312267859617,0,"CTD-2527I21.9","OGT","19",35527238,35527964,35427238,35627964
"ENSG00000120071","ENSG00000112941",0.476209175296718,0,"TENT4A","KANSL1","5",6714718,6757161,6614718,6857161
"ENSG00000103510","ENSG00000130479",0.413727082489706,0,"MAP1S","KAT8","19",17830051,17845325,17730051,17945325
"ENSG00000196363","ENSG00000167881",0.560968329484975,0,"SRP68","WDR5","17",74035184,74068734,73935184,74168734
"ENSG00000196363","ENSG00000166557",0.514402801795851,0,"TMED3","WDR5","15",79603404,79704334,79503404,79804334
"ENSG00000147162","ENSG00000253230",0.421205560243403,0,"MIR124-1HG","OGT","8",9757574,9762876,9657574,9862876
"ENSG00000172534","ENSG00000149260",0.452938212366415,0,"CAPN5","HCFC1","11",76777979,76837201,76677979,76937201
"ENSG00000172534","ENSG00000164880",0.496068336649507,0,"INTS1","HCFC1","7",1509913,1545489,1409913,1645489
"ENSG00000187778","ENSG00000112486",0.324253995889679,0,"CCR6","MCRS1","6",167525295,167553184,167425295,167653184
"ENSG00000187778","ENSG00000136463",0.515409822871307,0,"TACO1","MCRS1","17",61678231,61685725,61578231,61785725
"ENSG00000196363","ENSG00000070423",0.388918943452148,0,"RNF126","WDR5","19",647526,663277,547526,763277
"ENSG00000187778","ENSG00000112473",0.39339244858029,0,"SLC39A7","MCRS1","6",33168222,33172216,33068222,33272216
"ENSG00000103510","ENSG00000105404",0.350528807192283,0,"RABAC1","KAT8","19",42460833,42463542,42360833,42563542
"ENSG00000196363","ENSG00000203993",0.346569034268208,0,"ARRDC1-AS1","WDR5","9",140509784,140513358,140409784,140613358
"ENSG00000103510","ENSG00000105402",0.40940833667518,0,"NAPA","KAT8","19",47990894,48018497,47890894,48118497
"ENSG00000103510","ENSG00000105401",0.406774282294054,0,"CDC37","KAT8","19",10501810,10530797,10401810,10630797
"ENSG00000187778","ENSG00000237017",0.492314762007248,0,"PRPF31-AS1","MCRS1","19",54622891,54628722,54522891,54728722
"ENSG00000187778","ENSG00000159111",0.452567057317977,0,"MRPL10","MCRS1","17",45900638,45908900,45800638,46008900
"ENSG00000196363","ENSG00000070413",0.469989359622044,0,"DGCR2","WDR5","22",19023795,19109967,18923795,19209967
"ENSG00000187778","ENSG00000124444",0.447998200959657,0,"ZNF576","MCRS1","19",44100544,44105309,44000544,44205309
"ENSG00000120071","ENSG00000196588",0.475086247218091,0,"MRTFA","KANSL1","22",40806285,41032706,40706285,41132706
"ENSG00000147162","ENSG00000204231",0.40701311564949,0,"RXRB","OGT","6",33161365,33168630,33061365,33268630
"ENSG00000187778","ENSG00000162755",0.456950202780052,0,"KLHDC9","MCRS1","1",161068151,161070136,160968151,161170136
"ENSG00000103510","ENSG00000232388",0.30974541304601,0,"SMIM26","KAT8","20",18548064,18550207,18448064,18650207
"ENSG00000187778","ENSG00000148468",0.400109647321148,0,"FAM171A1","MCRS1","10",15253642,15413061,15153642,15513061
"ENSG00000172534","ENSG00000101246",0.430213425388729,0,"ARFRP1","HCFC1","20",62329996,62339377,62229996,62439377
"ENSG00000196363","ENSG00000143816",0.324877775114544,0,"WNT9A","WDR5","1",228106357,228135599,228006357,228235599
"ENSG00000103510","ENSG00000117410",0.392189641203135,0,"ATP6V0B","KAT8","1",44440159,44443967,44340159,44543967
"ENSG00000196363","ENSG00000104299",0.414023017619579,0,"INTS9","WDR5","8",28625178,28747759,28525178,28847759
"ENSG00000187778","ENSG00000091947",0.409100394202235,0,"TMEM101","MCRS1","17",42088556,42101314,41988556,42201314
"ENSG00000172534","ENSG00000101294",0.429763007567493,0,"HM13","HCFC1","20",30102231,30157370,30002231,30257370
"ENSG00000147162","ENSG00000144134",0.437713968612458,0,"RABL2A","OGT","2",114384806,114400973,114284806,114500973
"ENSG00000187778","ENSG00000262026",0.354679177826645,1.85278765663099e-07,"RP11-2C24.6","MCRS1","16",30789770,30791473,30689770,30891473
"ENSG00000147162","ENSG00000228238",0.379118204132385,0,"GS1-304P7.2","OGT","1",186547411,186548431,186447411,186648431
"ENSG00000103510","ENSG00000072958",0.38883976856158,0,"AP1M1","KAT8","19",16308389,16346160,16208389,16446160
"ENSG00000196363","ENSG00000116260",0.62621210836952,0,"QSOX1","WDR5","1",180123969,180173165,180023969,180273165
"ENSG00000187778","ENSG00000237054",0.418220466297897,3.78699072101085e-09,"PRMT5-AS1","MCRS1","14",23388665,23396105,23288665,23496105
"ENSG00000187778","ENSG00000162729",0.513805681666418,0,"IGSF8","MCRS1","1",160061130,160068733,159961130,160168733
"ENSG00000196363","ENSG00000167815",0.469423913000143,0,"PRDX2","WDR5","19",12907634,12912694,12807634,13012694
"ENSG00000187778","ENSG00000123159",0.473878683497071,0,"GIPC1","MCRS1","19",14588572,14606944,14488572,14706944
"ENSG00000187778","ENSG00000123154",0.483284597364633,0,"WDR83","MCRS1","19",12777614,12786646,12677614,12886646
"ENSG00000147162","ENSG00000144161",0.671345599065818,0,"ZC3H8","OGT","2",112969102,113012713,112869102,113112713
"ENSG00000196363","ENSG00000116273",0.393122719035876,0,"PHF13","WDR5","1",6673745,6684093,6573745,6784093
"ENSG00000196363","ENSG00000070444",0.532407885439886,0,"MNT","WDR5","17",2287354,2304412,2187354,2404412
"ENSG00000103510","ENSG00000258959",0.389091432646268,0,"RP11-1017G21.4","KAT8","14",102502652,102532565,102402652,102632565
"ENSG00000196363","ENSG00000068120",0.520679169115274,0,"COASY","WDR5","17",40713485,40718295,40613485,40818295
"ENSG00000187778","ENSG00000162714",0.435553417056511,0,"ZNF496","MCRS1","1",247460714,247495148,247360714,247595148
"ENSG00000196363","ENSG00000091536",0.471143602556465,0,"MYO15A","WDR5","17",18012020,18083116,17912020,18183116
"ENSG00000187778","ENSG00000185347",0.333683090886465,0,"TEDC1","MCRS1","14",105956192,105965912,105856192,106065912
"ENSG00000196363","ENSG00000101421",0.466754493330256,0,"CHMP4B","WDR5","20",32399110,32442172,32299110,32542172
"ENSG00000120071","ENSG00000182446",0.471574579435311,0,"NPLOC4","KANSL1","17",79523913,79615495,79423913,79715495
"ENSG00000196363","ENSG00000100109",0.433144217122365,0,"TFIP11","WDR5","22",26887191,26908471,26787191,27008471
"ENSG00000196363","ENSG00000091542",0.598503181858969,0,"ALKBH5","WDR5","17",18086392,18113268,17986392,18213268
"ENSG00000196363","ENSG00000089220",0.414825442488322,0,"PEBP1","WDR5","12",118573663,118583389,118473663,118683389
"ENSG00000187778","ENSG00000172046",0.508969946110002,0,"USP19","MCRS1","3",49145479,49158371,49045479,49258371
"ENSG00000196363","ENSG00000101407",0.522761165307669,0,"TTI1","WDR5","20",36611409,36661870,36511409,36761870
"ENSG00000196363","ENSG00000126705",0.47443205939398,0,"AHDC1","WDR5","1",27860546,27930942,27760546,28030942
"ENSG00000187778","ENSG00000185324",0.535005479384374,0,"CDK10","MCRS1","16",89747145,89762772,89647145,89862772
"ENSG00000196363","ENSG00000126709",0.339426586544865,0,"IFI6","WDR5","1",27992572,27998729,27892572,28098729
"ENSG00000196363","ENSG00000090238",0.46507996144799,0,"YPEL3","WDR5","16",30103635,30108236,30003635,30208236
"ENSG00000196363","ENSG00000089248",0.524041216767594,0,"ERP29","WDR5","12",112451120,112461255,112351120,112561255
"ENSG00000172534","ENSG00000079432",0.504671307074444,0,"CIC","HCFC1","19",42772689,42799949,42672689,42899949
"ENSG00000187778","ENSG00000160055",0.387061692338823,0,"TMEM234","MCRS1","1",32680073,32687972,32580073,32787972
"ENSG00000147162","ENSG00000214659",0.38179976938611,0,"KRT8P26","OGT","11",65494410,65495685,65394410,65595685
"ENSG00000187778","ENSG00000123064",0.443415774234058,2.41935082501143e-06,"DDX54","MCRS1","12",113594979,113623284,113494979,113723284
"ENSG00000187778","ENSG00000160051",0.501576104761641,0,"IQCC","MCRS1","1",32671236,32674288,32571236,32774288
"ENSG00000147162","ENSG00000237338",0.310409681799245,0,"FTCD-AS1","OGT","21",47571528,47572561,47471528,47672561
"ENSG00000187778","ENSG00000148356",0.549236283055075,0,"LRSAM1","MCRS1","9",130213765,130265780,130113765,130365780
"ENSG00000103510","ENSG00000189091",0.39500099128578,0,"SF3B3","KAT8","16",70557691,70608820,70457691,70708820
"ENSG00000187778","ENSG00000186648",0.35030722574303,0.000542093454445336,"CARMIL3","MCRS1","14",24521206,24538937,24421206,24638937
"ENSG00000147162","ENSG00000165125",0.363740864363624,0,"TRPV6","OGT","7",142568956,142583507,142468956,142683507
"ENSG00000172534","ENSG00000103647",0.422065775454582,0.00610932822804999,"CORO2B","HCFC1","15",68871308,69020145,68771308,69120145
"ENSG00000196363","ENSG00000163703",0.601758354398586,0,"CRELD1","WDR5","3",9975506,9987097,9875506,10087097
"ENSG00000187778","ENSG00000174669",0.378070835066214,0,"SLC29A2","MCRS1","11",66129992,66139685,66029992,66239685
"ENSG00000172534","ENSG00000104973",0.431202336474475,0,"MED25","HCFC1","19",50321539,50342073,50221539,50442073
"ENSG00000196363","ENSG00000080854",0.354061561494788,0,"IGSF9B","WDR5","11",133778459,133826880,133678459,133926880
"ENSG00000147162","ENSG00000177108",0.377802182178427,0,"ZDHHC22","OGT","14",77597613,77609077,77497613,77709077
"ENSG00000187778","ENSG00000198618",0.584178081343028,0,"PPIAP22","MCRS1","21",20230097,20230594,20130097,20330594
"ENSG00000187778","ENSG00000172009",0.570220428887051,0,"THOP1","MCRS1","19",2785458,2813599,2685458,2913599
"ENSG00000196363","ENSG00000149428",0.553993172234413,0,"HYOU1","WDR5","11",118914900,118927913,118814900,119027913
"ENSG00000172534","ENSG00000005156",0.415569285155752,0,"LIG3","HCFC1","17",33307513,33332083,33207513,33432083
"ENSG00000196363","ENSG00000065268",0.512959950860551,0,"WDR18","WDR5","19",983174,994569,883174,1094569
"ENSG00000172534","ENSG00000104946",0.497401550414204,0,"TBC1D17","HCFC1","19",50380682,50392005,50280682,50492005
"ENSG00000196363","ENSG00000162408",0.429935420250001,0,"NOL9","WDR5","1",6581407,6614595,6481407,6714595
"ENSG00000147162","ENSG00000058600",0.3845254860265,0,"POLR3E","OGT","16",22308730,22346424,22208730,22446424
"ENSG00000103510","ENSG00000189077",0.336122090556178,0,"TMEM120A","KAT8","7",75616155,75623977,75516155,75723977
"ENSG00000187778","ENSG00000187954",0.337696571317391,0,"CYHR1","MCRS1","8",145674965,145691060,145574965,145791060
"ENSG00000187778","ENSG00000135074",0.380330200173531,0,"ADAM19","MCRS1","5",156822542,157002783,156722542,157102783
"ENSG00000196363","ENSG00000077235",0.522937315283959,0,"GTF3C1","WDR5","16",27470876,27561234,27370876,27661234
"ENSG00000147162","ENSG00000142494",0.309464380376272,1.61218164151933e-07,"SLC47A1","OGT","17",19398698,19482347,19298698,19582347
"ENSG00000187778","ENSG00000148384",0.460502773056269,1.66629157405396e-05,"INPP5E","MCRS1","9",139323071,139334274,139223071,139434274
"ENSG00000196363","ENSG00000175701",0.35872345190587,0,"MTLN","WDR5","2",110969106,111002997,110869106,111102997
"ENSG00000187778","ENSG00000053501",0.356562062785993,0,"USE1","MCRS1","19",17326155,17330638,17226155,17430638
"ENSG00000147162","ENSG00000117481",0.43136054853292,0,"NSUN4","OGT","1",46805849,46830824,46705849,46930824
"ENSG00000147162","ENSG00000117480",0.325455752906323,0.0172517470171467,"FAAH","OGT","1",46859937,46879520,46759937,46979520
"ENSG00000103510","ENSG00000270689",0.344940409620198,0,"BUD13P1","KAT8","11",94876801,94878289,94776801,94978289
"ENSG00000120071","ENSG00000133422",0.474979181961837,0,"MORC2","KANSL1","22",31321117,31364284,31221117,31464284
"ENSG00000147162","ENSG00000129472",0.377414214187805,0,"RAB2B","OGT","14",21927179,21945132,21827179,22045132
"ENSG00000103510","ENSG00000154370",0.426366814866096,0,"TRIM11","KAT8","1",228581374,228594541,228481374,228694541
"ENSG00000103510","ENSG00000141026",0.385068041086878,0,"MED9","KAT8","17",17380300,17396540,17280300,17496540
"ENSG00000103510","ENSG00000219410",0.329693708448404,5.55969379867349e-07,"RP4-761J14.8","KAT8","12",6772426,6781235,6672426,6881235
"ENSG00000103510","ENSG00000167674",0.441323999112347,0,"HDGFL2","KAT8","19",4472284,4502223,4372284,4602223
"ENSG00000103510","ENSG00000178307",0.37077265506066,0,"TMEM11","KAT8","17",21100593,21117937,21000593,21217937
"ENSG00000196363","ENSG00000100151",0.666382700106205,0,"PICK1","WDR5","22",38452318,38471708,38352318,38571708
"ENSG00000196363","ENSG00000125454",0.441424008877141,0,"SLC25A19","WDR5","17",73269073,73285591,73169073,73385591
"ENSG00000103510","ENSG00000179632",0.396492370025564,0,"MAF1","KAT8","8",145159402,145162514,145059402,145262514
"ENSG00000196363","ENSG00000080823",0.34952992648711,0,"MOK","WDR5","14",102690837,102771537,102590837,102871537
"ENSG00000196363","ENSG00000197070",0.442262404475311,0,"ARRDC1","WDR5","9",140500106,140509812,140400106,140609812
"ENSG00000103510","ENSG00000167645",0.367517925577546,0,"YIF1B","KAT8","19",38795753,38807913,38695753,38907913
"ENSG00000187778","ENSG00000184076",0.368392956728949,0,"UQCR10","MCRS1","22",30163358,30166402,30063358,30266402
"ENSG00000196363","ENSG00000125447",0.66063825361212,0,"GGA3","WDR5","17",73232694,73258444,73132694,73358444
"ENSG00000196363","ENSG00000125445",0.378403006395553,0,"MRPS7","WDR5","17",73257755,73262454,73157755,73362454
"ENSG00000103510","ENSG00000167657",0.423854524495298,0,"DAPK3","KAT8","19",3958451,3971121,3858451,4071121
"ENSG00000196363","ENSG00000138759",0.396221874333388,0,"FRAS1","WDR5","4",78978724,79465423,78878724,79565423
"ENSG00000196363","ENSG00000100138",0.507024961951432,0,"SNU13","WDR5","22",42069934,42086508,41969934,42186508
"ENSG00000196363","ENSG00000101464",0.37932897919988,0,"PIGU","WDR5","20",33148346,33264910,33048346,33364910
"ENSG00000196363","ENSG00000101460",0.436552138643538,0,"MAP1LC3A","WDR5","20",33134658,33148149,33034658,33248149
"ENSG00000120071","ENSG00000231970",0.386361076271417,0,"RP11-452K12.7","KANSL1","10",99160872,99179281,99060872,99279281
"ENSG00000196363","ENSG00000114770",0.456368018089896,0,"ABCC5","WDR5","3",183637722,183735803,183537722,183835803
"ENSG00000187778","ENSG00000185386",0.448913424622112,0,"MAPK11","MCRS1","22",50702142,50709196,50602142,50809196
"ENSG00000147162","ENSG00000058668",0.400227795831931,0,"ATP2B4","OGT","1",203595689,203713209,203495689,203813209
"ENSG00000196363","ENSG00000101474",0.536326097265777,0,"APMAP","WDR5","20",24943561,24973615,24843561,25073615
"ENSG00000196363","ENSG00000100142",0.375580115827026,0,"POLR2F","WDR5","22",38348614,38437922,38248614,38537922
"ENSG00000172534","ENSG00000261766",0.363624626189748,0,"RP11-22P6.2","HCFC1","16",28873487,28874661,28773487,28974661
"ENSG00000187778","ENSG00000160075",0.493971403256035,0,"SSU72","MCRS1","1",1477053,1510249,1377053,1610249
"ENSG00000103510","ENSG00000142396",0.462701355922537,0,"ERVK3-1","KAT8","19",58816715,58827023,58716715,58927023
"ENSG00000120071","ENSG00000132128",0.474599914707556,0,"LRRC41","KANSL1","1",46726868,46769280,46626868,46869280
"ENSG00000147162","ENSG00000130414",0.430530160243152,0,"NDUFA10","OGT","2",240831867,240964819,240731867,241064819
"ENSG00000196363","ENSG00000126746",0.444577627875832,0,"ZNF384","WDR5","12",6775643,6798738,6675643,6898738
"ENSG00000187778","ENSG00000005884",0.447191688547946,0,"ITGA3","MCRS1","17",48133332,48167845,48033332,48267845
"ENSG00000187778","ENSG00000005882",0.365946783674618,0,"PDK2","MCRS1","17",48172101,48189516,48072101,48289516
"ENSG00000103510","ENSG00000179673",0.414854661789312,0,"RPRML","KAT8","17",45055523,45056614,44955523,45156614
"ENSG00000196363","ENSG00000101444",0.488789636509701,0,"AHCY","WDR5","20",32868074,32899608,32768074,32999608
"ENSG00000187778","ENSG00000198680",0.495545351938252,0,"TUSC1","MCRS1","9",25676396,25678856,25576396,25778856
"ENSG00000103510","ENSG00000181991",0.382454638144604,0,"MRPS11","KAT8","15",89010684,89022222,88910684,89122222
"ENSG00000103510","ENSG00000167685",0.401221033891835,0,"ZNF444","KAT8","19",56643968,56672262,56543968,56772262
"ENSG00000196363","ENSG00000067836",0.553628237577873,0,"ROGDI","WDR5","16",4846969,4852951,4746969,4952951
"ENSG00000196363","ENSG00000101457",0.383434773095372,0,"DNTTIP1","WDR5","20",44420576,44440066,44320576,44540066
"ENSG00000187778","ENSG00000185379",0.438841443150281,0,"RAD51D","MCRS1","17",33426811,33448541,33326811,33548541
"ENSG00000196363","ENSG00000114767",0.510198795367782,0,"RRP9","WDR5","3",51967446,51975957,51867446,52075957
"ENSG00000187778","ENSG00000197345",0.418960209886355,0,"MRPL21","MCRS1","11",68658744,68671303,68558744,68771303
"ENSG00000187778","ENSG00000160094",0.360462299458385,0,"ZNF362","MCRS1","1",33722146,33766320,33622146,33866320
"ENSG00000103510","ENSG00000130305",0.35659124394584,0,"NSUN5","KAT8","7",72716514,72722864,72616514,72822864
"ENSG00000147162","ENSG00000068024",0.427668598305681,0,"HDAC4","OGT","2",239969864,240323348,239869864,240423348
"ENSG00000196363","ENSG00000197122",0.542953760991402,0,"SRC","WDR5","20",35973088,36034453,35873088,36134453
"ENSG00000187778","ENSG00000126934",0.502194153561009,0,"MAP2K2","MCRS1","19",4090319,4124126,3990319,4224126
"ENSG00000187778","ENSG00000090539",0.492999799276932,0,"CHRD","MCRS1","3",184097861,184108524,183997861,184208524
"ENSG00000103510","ENSG00000119986",0.450926006613363,0,"AVPI1","KAT8","10",99437181,99447080,99337181,99547080
"ENSG00000196363","ENSG00000173141",0.413937387533193,6.36723287428254e-07,"MRPL57","WDR5","13",21750784,21753223,21650784,21853223
"ENSG00000196363","ENSG00000235831",0.372763341230013,0,"BHLHE40-AS1","WDR5","3",4938493,5021646,4838493,5121646
"ENSG00000172534","ENSG00000175221",0.445682293407735,0,"MED16","HCFC1","19",867962,893218,767962,993218
"ENSG00000103510","ENSG00000105364",0.389364146292607,0,"MRPL4","KAT8","19",10362577,10370721,10262577,10470721
"ENSG00000103510","ENSG00000255114",0.380239813807027,0,"RP11-110I1.6","KAT8","11",118914899,118916205,118814899,119016205
"ENSG00000196363","ENSG00000197102",0.512312054120654,0,"DYNC1H1","WDR5","14",102430865,102517129,102330865,102617129
"ENSG00000196363","ENSG00000173171",0.355493033312135,0,"MTX1","WDR5","1",155178490,155183615,155078490,155283615
"ENSG00000187778","ENSG00000213123",0.396771568773842,0,"DYNLT2B","MCRS1","3",196018090,196045170,195918090,196145170
"ENSG00000172534","ENSG00000127589",0.439341603546367,0,"TUBBP1","HCFC1","8",30209389,30211034,30109389,30311034
"ENSG00000147162","ENSG00000116213",0.387874538403811,0,"WRAP73","OGT","1",3547331,3569325,3447331,3669325
"ENSG00000172534","ENSG00000127580",0.440391457929046,0,"WDR24","HCFC1","16",734622,740444,634622,840444
"ENSG00000120071","ENSG00000075856",0.521893496200768,0,"SART3","KANSL1","12",108916357,108955176,108816357,109055176
"ENSG00000196363","ENSG00000173163",0.394715367447114,0,"COMMD1","WDR5","2",62115859,62374382,62015859,62474382
"ENSG00000196363","ENSG00000197162",0.475204277301403,0,"ZNF785","WDR5","16",30585061,30597092,30485061,30697092
"ENSG00000187778","ENSG00000100346",0.454432013969764,0,"CACNA1I","MCRS1","22",39966758,40085742,39866758,40185742
"ENSG00000187778","ENSG00000100347",0.618250117600554,0,"SAMM50","MCRS1","22",44351301,44406411,44251301,44506411
"ENSG00000187778","ENSG00000124302",0.336586036092284,0,"CHST8","MCRS1","19",34112861,34264414,34012861,34364414
"ENSG00000103510","ENSG00000105393",0.389035652348383,0,"BABAM1","KAT8","19",17378159,17392058,17278159,17492058
"ENSG00000172534","ENSG00000140553",0.45421826731951,0,"UNC45A","HCFC1","15",91473410,91497323,91373410,91597323
"ENSG00000196363","ENSG00000185163",0.507879075903175,0,"DDX51","WDR5","12",132621139,132628880,132521139,132728880
"ENSG00000172534","ENSG00000165861",0.442987883057307,0,"ZFYVE1","HCFC1","14",73436159,73493920,73336159,73593920
"ENSG00000172534","ENSG00000140564",0.446766089295627,0,"FURIN","HCFC1","15",91411822,91426688,91311822,91526688
"ENSG00000187778","ENSG00000102984",0.583545949182358,0,"ZNF821","MCRS1","16",71893583,71929239,71793583,72029239
"ENSG00000120071","ENSG00000119231",0.464539605276762,0,"SENP5","KANSL1","3",196594727,196661585,196494727,196761585
